0 -7.44939e-06 1.0932e-06 0 0 0 -0.0118487 4.17246 -1.24557e-09 0 -0 0 -7.14531e-08 -59.9862 119.998 -60 0.00500005
0.01 -2.2345e-05 3.27836e-06 0 0 0 -0.0355453 4.17256 1.29309e-09 0 -0 0 -1.87424e-07 -59.9586 119.994 -60.0001 0.00999865
0.02 -3.72363e-05 5.46214e-06 0 0 0 -0.0592389 4.17266 1.16015e-08 0 -0 0 -1.33727e-07 -59.9311 119.99 -60.0002 0.00999709
0.03 -5.2125e-05 7.64459e-06 0 0 0 -0.082929 4.17276 2.18878e-08 0 -0 0 -8.05087e-08 -59.9035 119.987 -60.0003 0.00999709
0.04 -6.7011e-05 9.82571e-06 0 0 0 -0.106616 4.17286 3.21518e-08 0 -0 0 -2.77581e-08 -59.8759 119.983 -60.0004 0.0099971
0.05 -8.18944e-05 1.20055e-05 0 0 0 -0.130299 4.17296 4.23937e-08 0 -0 0 2.45247e-08 -59.8484 119.979 -60.0004 0.0099971
0.06 -9.67751e-05 1.41839e-05 0 0 0 -0.153979 4.17306 5.26135e-08 0 -0 0 7.63402e-08 -59.8208 119.975 -60.0005 0.0099971
0.07 -0.000111653 1.63611e-05 0 0 0 -0.177656 4.17316 6.28111e-08 0 -0 0 1.27689e-07 -59.7932 119.971 -60.0006 0.0099971
0.08 -0.000126529 1.85369e-05 0 0 0 -0.201329 4.17326 7.29866e-08 0 -0 0 1.78571e-07 -59.7657 119.968 -60.0006 0.0099971
0.09 -0.000141401 2.07113e-05 0 0 0 -0.224999 4.17336 8.314e-08 0 -0 0 2.28986e-07 -59.7381 119.964 -60.0007 0.0099971
0.1 -0.000156271 2.28844e-05 0 0 0 -0.248665 4.17346 9.32713e-08 0 -0 0 2.78936e-07 -59.7106 119.96 -60.0008 0.0099971
0.11 -0.000171139 2.50562e-05 0 0 0 -0.272329 4.17356 1.0338e-07 0 -0 0 3.2842e-07 -59.683 119.956 -60.0009 0.0099971
0.12 -0.000186004 2.72267e-05 0 0 0 -0.295988 4.17366 1.13468e-07 0 -0 0 3.77439e-07 -59.6555 119.952 -60.0009 0.0099971
0.13 -0.000200866 2.93958e-05 0 0 0 -0.319645 4.17376 1.23533e-07 0 -0 0 4.25993e-07 -59.628 119.949 -60.001 0.0099971
0.14 -0.000215725 3.15635e-05 0 0 0 -0.343298 4.17386 1.33576e-07 0 -0 0 4.74083e-07 -59.6004 119.945 -60.0011 0.0099971
0.15 -0.000230582 3.373e-05 0 0 0 -0.366948 4.17396 1.43597e-07 0 -0 0 5.21708e-07 -59.5729 119.941 -60.0011 0.0099971
0.16 -0.000245436 3.58951e-05 0 0 0 -0.390594 4.17406 1.53596e-07 0 -0 0 5.6887e-07 -59.5454 119.937 -60.0012 0.0099971
0.17 -0.000260288 3.80589e-05 0 0 0 -0.414237 4.17416 1.63573e-07 0 -0 0 6.15569e-07 -59.5178 119.933 -60.0013 0.0099971
0.18 -0.000275137 4.02213e-05 0 0 0 -0.437876 4.17426 1.73528e-07 0 -0 0 6.61804e-07 -59.4903 119.93 -60.0013 0.00999711
0.19 -0.000289983 4.23824e-05 0 0 0 -0.461513 4.17436 1.83461e-07 0 -0 0 7.07577e-07 -59.4628 119.926 -60.0014 0.00999711
0.2 -0.000304826 4.45422e-05 0 0 0 -0.485146 4.17446 1.93372e-07 0 -0 0 7.52887e-07 -59.4353 119.922 -60.0014 0.00999711
0.21 -0.000319667 4.67006e-05 0 0 0 -0.508775 4.17456 2.03261e-07 0 -0 0 7.97735e-07 -59.4078 119.918 -60.0015 0.00999711
0.22 -0.000334506 4.88577e-05 0 0 0 -0.532401 4.17466 2.13128e-07 0 -0 0 8.42122e-07 -59.3803 119.914 -60.0016 0.00999711
0.23 -0.000349341 5.10135e-05 0 0 0 -0.556024 4.17476 2.22973e-07 0 -0 0 8.86048e-07 -59.3528 119.91 -60.0016 0.00999711
0.24 -0.000364174 5.31679e-05 0 0 0 -0.579644 4.17486 2.32797e-07 0 -0 0 9.29512e-07 -59.3253 119.907 -60.0017 0.00999711
0.25 -0.000379005 5.5321e-05 0 0 0 -0.60326 4.17496 2.42598e-07 0 -0 0 9.72516e-07 -59.2978 119.903 -60.0017 0.00999711
0.26 -0.000393832 5.74728e-05 0 0 0 -0.626873 4.17506 2.52377e-07 0 -0 0 1.01506e-06 -59.2703 119.899 -60.0018 0.00999711
0.27 -0.000408657 5.96232e-05 0 0 0 -0.650483 4.17516 2.62135e-07 0 -0 0 1.05714e-06 -59.2428 119.895 -60.0018 0.00999711
0.28 -0.00042348 6.17722e-05 0 0 0 -0.674089 4.17526 2.71871e-07 0 -0 0 1.09877e-06 -59.2153 119.891 -60.0019 0.00999711
0.29 -0.0004383 6.392e-05 0 0 0 -0.697692 4.17536 2.81585e-07 0 -0 0 1.13993e-06 -59.1878 119.887 -60.0019 0.00999711
0.3 -0.000453117 6.60664e-05 0 0 0 -0.721291 4.17546 2.91277e-07 0 -0 0 1.18064e-06 -59.1603 119.884 -60.002 0.00999711
0.31 -0.000467931 6.82115e-05 0 0 0 -0.744887 4.17556 3.00947e-07 0 -0 0 1.22089e-06 -59.1329 119.88 -60.002 0.00999711
0.32 -0.000482743 7.03552e-05 0 0 0 -0.76848 4.17566 3.10596e-07 0 -0 0 1.26068e-06 -59.1054 119.876 -60.0021 0.00999712
0.33 -0.000497552 7.24976e-05 0 0 0 -0.79207 4.17576 3.20223e-07 0 -0 0 1.30001e-06 -59.0779 119.872 -60.0021 0.00999712
0.34 -0.000512359 7.46386e-05 0 0 0 -0.815656 4.17586 3.29828e-07 0 -0 0 1.33889e-06 -59.0504 119.868 -60.0022 0.00999712
0.35 -0.000527163 7.67783e-05 0 0 0 -0.839239 4.17596 3.39411e-07 0 -0 0 1.3773e-06 -59.023 119.864 -60.0022 0.00999712
0.36 -0.000541964 7.89167e-05 0 0 0 -0.862818 4.17606 3.48972e-07 0 -0 0 1.41527e-06 -58.9955 119.861 -60.0023 0.00999712
0.37 -0.000556763 8.10538e-05 0 0 0 -0.886395 4.17616 3.58512e-07 0 -0 0 1.45277e-06 -58.9681 119.857 -60.0023 0.00999712
0.38 -0.000571559 8.31895e-05 0 0 0 -0.909968 4.17626 3.6803e-07 0 -0 0 1.48982e-06 -58.9406 119.853 -60.0024 0.00999712
0.39 -0.000586352 8.53238e-05 0 0 0 -0.933537 4.17636 3.77526e-07 0 -0 0 1.52641e-06 -58.9132 119.849 -60.0024 0.00999712
0.4 -0.000601143 8.74568e-05 0 0 0 -0.957104 4.17646 3.87001e-07 0 -0 0 1.56255e-06 -58.8857 119.845 -60.0024 0.00999712
0.41 -0.000615931 8.95885e-05 0 0 0 -0.980667 4.17656 3.96454e-07 0 -0 0 1.59824e-06 -58.8583 119.841 -60.0025 0.00999712
0.42 -0.000630716 9.17189e-05 0 0 0 -1.00423 4.17666 4.05885e-07 0 -0 0 1.63346e-06 -58.8308 119.838 -60.0025 0.00999712
0.43 -0.000645499 9.38479e-05 0 0 0 -1.02778 4.17676 4.15295e-07 0 -0 0 1.66824e-06 -58.8034 119.834 -60.0026 0.00999712
0.44 -0.000660279 9.59755e-05 0 0 0 -1.05134 4.17686 4.24683e-07 0 -0 0 1.70256e-06 -58.7759 119.83 -60.0026 0.00999712
0.45 -0.000675056 9.81019e-05 0 0 0 -1.07489 4.17696 4.34049e-07 0 -0 0 1.73643e-06 -58.7485 119.826 -60.0026 0.00999712
0.46 -0.000689831 0.000100227 0 0 0 -1.09843 4.17706 4.43394e-07 0 -0 0 1.76984e-06 -58.7211 119.822 -60.0027 0.00999713
0.47 -0.000704604 0.000102351 0 0 0 -1.12198 4.17716 4.52717e-07 0 -0 0 1.8028e-06 -58.6937 119.818 -60.0027 0.00999713
0.48 -0.000719373 0.000104473 0 0 0 -1.14552 4.17726 4.62018e-07 0 -0 0 1.83531e-06 -58.6662 119.814 -60.0027 0.00999713
